21046C,99999530
37842,38038
739537,13566C
SAWS12091,SAWS12114
53502C,13514,13530C,53540
13514,13514C
52041C,12340C
6618C,38837C
38710C,38837C
53502C,13514
63680C,13522
SAWS13161,SAWF12144
38716,12340C
12321C,38837C
53507C,53516C
12415C,13514C
53513C,13566C
22279,13514
13514C,53514C
12473C,13514C
12415C,12470C
13514C,53514C
SAWS12116,SAWS13189
47329C,SAWS13176
13514C,53514C
13514,53514C
38713C,24860,38710C,SBUS12007,SBUS12009
13514C,13522
13514C,53514C
99999545,13514C
13552,SAWS13167,SAWS13179
13514C,12341C
53569C,13514C
53569C,13522
46773,22267C,734951
53569C,53540
12470C,53540
52201C,12470C
47495,38711C,38716C
53569C,13514C
62068,48005
38713C,99999530
SAWF12143,52085C,SAMF12150
38713C,12360C
63459C,47971C
46649,739537
52202C,12473C
38837C,48005
47971C,53531
62929,61724C
11635C,12340C
13500C,53505C
SAWF12132,38710C
53516C,12470C,38834C
13510C,53502C
SAWF12156,47971C
62068,52085C
38710C,13500C
53502C,13519C
38710C,47971C
13510C,47856C
12415,11635C
53516C,53500C
38710C,739537
53507C,52085C
13510C,53505C
24866,62929,61724C
4442,11677C
6618C,13519
13519,SAWF11067
13506C,63478,13527C
52000,12473C
SAMF12137,38837C,12405C,SAMF12150
38092C,38837C
47971C,61724C
46840,739538
6618C,12472C
38710C,99999530
63459C,53508C
38710C,47921
13513C,12405
63478,99999787
24857,63478
38710C,99999787,38834C
11809C,99999530
52201C,12470C,12473C,13513C,62975
53508C,12470
13505C,12478C
38713C,24863
63398C,12321
38711C,63559
47971C,6618C
38713C,4442
99999530,38838C
12472,12472C,739551
739556,99999530
21271C,38837C
52201C,12473C
63398C,739556
46872,22015,53505C
4442,62068
99999787,12473C
38722C,46872
47519,47856C
SAWF12156,51129C,11635C
52201C,63352,63510
63398C,11677C,51126C
13510C,53502C
24857,38838C
739537,38711C
6618C,38838C
13505C,13513C
52041C,52203C
38710C,52085
38713C,38710C
53511C,12470,12472C
38710C,99999530,99999787
38837C,46872
38837C,63537
38713C,62068
12425,51128C
47971C,48005
46840,46872
12470,24863
38713C,48005
38710C,38834C
38838C,38834C
12415C,52206C
38710C,99999787
38710C,48005
24857,99999787,11677C
13505C,38710C
53511C,38837C
24860C,12360C
63398C,63510
11677C,12416C,12473C
47583,63558
53502C,53500C
38713C,38710C
38713C,11677C
47971C,12470
51128C,11639C
SAWS12091,47656C,SAWF11067
13500C,53507C
47872,38838C
SAWF12158,SAWF12130,SAWF12131,47886
53502C,12473C
99999530,63510
12321,47971C
SAMS13184,66512,SAMS13190
38713C,12482C
46842,48005
38710C,48005
SAWF11057,48005,SAWF11053
SBUS12007,99999530
12478C,12470
48005,47856C
63352,99999787
52206C,38834C
63398C,63537
52206C,52086C
52206C,12470
47971C,11639C
38837C,SAWF11049
12321C,63510
13501C,53502C
38837C,99999530
SAMF12160,SBUS12007,62929,24863,739538
739538,61724C
4442,11677C
63459C,46872
48005,99999787
11635C,47925C
38710C,48005
6618C,61724C
47872,11677C
38710C,11677C
52085,52046
21046C,38710C,53511C
24857,SAWS12091
38710C,52206C,11677C
13519,53502C
46872,61724C
13505C,53507C,47821C,11639C
38710C,SAWF11067
12471C,52206C
63603,61724C
53511C,13519
38710C,62068
24860C,38713C
52201C,12473C
12471C,52203C
38837C,53502C,11677C,12472C,51126C
22044,53508C,51126C
53511C,53502C
SAWF12156,47656C
SAWF12136,11639C
38713C,12320C
SAWF11040,SAWF11041
38710C,38838C
24867,99999787
47996,47886
48022C,47856C
63459C,53502C,SAMF12138
SAWF12156,SAWF12136
38710C,13513C
SAWF12156,38837C
24857,38710C,48005
4442,63537
12474C,53508C,62929
11677C,51126C
52085,53516C
22115,11677C
38713C,13513C
SAWF12156,SAWF11067,SAWF11084
47971C,63510
48005,99999530,11677C
24857,11635C,63510
13514,13514C
38837C,99999530
6618C,53505C
46872,62929
38713C,47856C
52206C,12416C
52000,53502C,11677C,51126C
12471C,SAWF12143,38834C
38713C,11639C
51093,61724C
12478C,11639C
53508C,12472C
51230,99999530
38713C,38710C
47996,12321
4442,11639C
53502C,63567
38710C,63537
13500C,53505C
53508C,38711C
53507C,63478,62929
47971C,53508C,13506C
63478,12473C
38716,11639C
62068,46872
53502C,53500C
38838C,11639C
52201C,11809C
38713C,47971C,99999530,63603
13519,46872,47583
SAWF12156,38834C
38710C,38716
63537,63567
SAWS12091,SAMF11078,53561
12478C,11677C
63459C,52202C,11639C
4442,11639C
53500C,53502C,13527C
24860C,4442
38710C,6618C
13500C,13513C
24863,61724C
53511C,24860,13519
38710C,62068
SAWF12142,53505C,13527C
4442,38710C
38837C,24863,47921
37842,38837C,38838C
47996,38713C
38710C,13513C
53502C,13513C,SAWS12110
12473C,11639C
12474C,11639C
13519,13506C
47519,38710C
SAWF12152,38838C
12321,24867
47652,63567
63459C,11635C,38834C
13519,38838C
38713C,12470C,11677C
53502C,66511
11635C,51126C
739591,53502C
52041C,52206C
51051,SAWS12114,SAWS12112,46773C
53502C,13514C
52096,52085
SAWS12091,38716,12470
52041C,SAMF12138,38834C
13501C,38713C,24863
46872,48005
SAWF12136,12340C
13513C,12416C,38838C
6618C,38838C
52201C,12474C,12478C
12471C,12473C,63558
24866,13513C
11635C,99999530
47519,38710C,47872
46649,48007
6618C,99999787
38710C,61724C
47971C,63510
24878,11639C
38710C,99999530
24860,99999787
99999787,38834C
13510,53500C
13500C,13519
38713C,38711C
38710C,38834C
6618C,52085C,SAMF12138,SAMF12150
13514C,13522
SAWS12120,SAWS12091,SAWS12114
46872,63603
12478C,99999787
12415C,12473C
11677C,12473C
24860,99999787
38710C,38837C
38837C,11809C
38710C,739537,SBUS12009
734917,739591,739537
38710C,46872
12470,51126C
12470C,22232C
63398C,38710C
SAWF12134,12360C
53508C,13506C,53505C
12415,52206C
38710C,99999787
38710C,12470
38713C,62929,38838C
12472C,38838C
51128,11639C
46872,47856C
13501C,6618C
38710C,99999787
53516C,53531
53569C,12473C
53511C,13510C
53569C,53514C
38710C,38834C
13506C,12470
12415,51126C
12471C,11639C
38713C,38838C
12415C,11677C
38710C,53505C
38713C,4442,38838C
SAWF12158,47921
13514C,53514C
11677C,51126C
99999787,11639C
38710C,46842
13501C,12472C
13513C,38716
13501C,53508C
SAWF12156,SAWF12152,13513C,SAWF11048,22203
11677C,51126C
13519,38838C
38713C,99999787
13514,53514C
46872,47886
13506C,38838C
38710C,52206C,11635C,12480C
6618C,38837C
13506C,12470
38713C,11635C
38713C,62929
11635C,24863
24860,63603
SAMF12137,13505C,13500C,38837C,53500C
47652,61724C
24857,24860,SAWF11046
38710C,6618C
24857,13513C
52085,11677C,11639C
13519,48022C
12415,SAWF12134,SAWF12158
SAWF11067,SAMF12138
12472,12470C,12472C
38713C,38711C,99999530,63537
12321,11809C,38091,38716,37416
53516C,13513C
47996,46840,53511C,62929,47688C
739537,63352,53505C
38710C,SBUS12007,SAWS12101
12321,13505C,38838C
4442,53511C,51139
38713C,11635C
53511C,53516C,52046
53511C,22232C
38713C,38710C
47971C,38838C
46872,48022C,61944C
21898,11639C
12470C,12470
38710C,48005
51126C,11639C
24878,24866
53505C,63567
53511C,SAMF12138
47329C,4442,38710C
38076,SAMF12153,38838C
12360,SAWF11052
SAWF12156,38713C,4442,12473C
4442,53511C,62929
38710C,38103,11639C
47886,SAWF11067,47856C
47519,38834C
63459C,38713C
12415,47886
SAWF12143,SAWF11047
52096,SAWS12091,38711C
SAMF12138,SAMF12150
13513C,38838C
62068,6618C,53505C
53511C,13519
12425,SAWF12158
13519,13513C
SAMF12137,63510
12415C,13500C,99999530,SAWF11048
12472,SAWS12118
38713C,38710C
24866,12472C
51093,37901
12415C,63603
6618C,739551
22213,21898
24857,24860
38713C,12474C,SAWF11048
SAWF12158,99999787
38713C,46872
52202C,12480C
12425,SAWF11067,SAWF12136,13527C
46872,38716
38710C,24866,61944C
63459C,38710C,63559
63459C,38837C,53502C,51126C
24860C,12472C,12473C
13513C,47921
52096,52085C,11677C
53502C,12473C,13527C
51196,11677C
11677C,51126C
11635C,47925C
24860C,12321
53505C,63603
12415C,12478C,24863
52045,52200C
13501C,53508C
38710C,46872
53511C,47872
38713C,47971C
13519,11677C
62068,99999787
24860C,47652
63459C,52202C
53502C,12470C
12321,38713C
SAWS12091,SAWF11048,38838C,SAWF12141
47682,12478C,11635C
12415,52046
38713C,11635C
38710C,739538
53511C,12472C,52046
38710C,47583
53502C,13513C
47519,38713C
13505C,38710C,53500C
21095C,22015
52000,SAWF12152
52045,11809C,11677C
63398C,24860,38710C,63558
SAMF12137,SAMS12109,46872
12405C,12360,11639C,52041C,52085,12360C
11677C,51126C
38713C,24863
38713C,38710C
6618C,37416
SAWF11067,SAMF12138,SAWF11056,SAMF12139,12473C,SAMF12160
53511C,13519
53507C,62929
38713C,38710C,47971C,99999530
63398C,38713C
11635C,47583,51126C
52201C,52202C,12473C
38713C,38838C
38710C,99999787
63510,11639C
53531,11677C
38711C,62929
11677C,51126C
11635C,12470C
53508C,12416C
12472,52201C,24866
12472C,38716C
38713C,99999787
47996,11635C
52201C,12470C
53507C,13506C
38710C,38711C
SAWF12130,SAWF12131
51126C,11677C,21898,37901
6618C,53502C
11677C,51126C
38713C,22156
51129C,11677C
99999530,12473C
47519,47583
63559,99999530
12428,12473C
38710C,12478C
21046C,46773
46872,11639C
53507C,52085C
37842,SAWF11067,47583
38710C,46872
47519,4442
13513C,11677C
47971C,739537,22203
12474C,12478C
22213,48022C
53508C,11677C
12321,38711C,99999787,12462C
38710C,12480C
24863,38834C
38713C,24860
4442,38838C
12474C,24867
24860,99999787
38710C,62068
SAMF12138,SAMF12150
38710C,6618C
47519,38710C
SAWS12091,SAWF12136
11635C,99999787
38710C,53500C
22015,47821C
6618C,46872,11677C
38713C,61724C
38713C,51196
38710C,12473C
38713C,24866
11677C,51126C
SAWS12091,12473C
38710C,53500C
38710C,11677C
11635C,11677C
47519,38710C,46872,62929
46872,99999787
11635C,99999530
53511C,99999787
12425,53531
12482C,24867
SAWS12091,12478C,52203
11677C,47856C
63398C,46650,11635C
SAMS12104,SAWS12110
12321C,38710C,47921
4442,51093,48022C
51051,61944,11639C
38710C,63567
53505C,38838C
13501C,12472C
38710C,22232C
53511C,13519
47996,47932
24857,38710C
63603,12360C
4442,38710C
38713C,38838C,38834C
62929,61724C
12405C,52085C
47971C,63510
38713C,47971C
38710C,11677C
6618C,22156
13514C,53514C
11635C,51126C
51230,63510
12415C,13514C
12473C,SAWF12131
38713C,11809C
11635C,51126C
53511C,52206C
38713C,11677C,51126C
SAWF12143,38834C
24866,11809C
47519,48005
SAMF12139,SAMF12138
99999530,52203C
38710C,12478C
4442,38710C
12321C,12321
53507C,11677C
4442,47886
53508C,739551
12415C,13506C
4442,11635C,13513C
38713C,38710C,99999530
47872,11677C
739537,52085C
38711C,47886
24860C,38710C,11635C,21898
SAWS12110,SAWF11044
4442,38710C,53505C
12415C,11677C,11639C
48005,38711C
13505C,53531
11635C,11677C
38713C,739556
38713C,38710C
48005,53505C
52000,11809C,53531
47682,63559
47971C,63510
53507C,13506C,38838C
62068,6618C
24857,51230
63398C,24863
11635C,11639C
46872,11635C
53508C,53500C
38713C,47886
38710C,46872
11677C,38838C
38713C,38710C
21046C,739556,51126C
38713C,38710C
38713C,99999787
4442,24863
47682,46872,47583
46872,739537
11635C,11677C
38710C,38838C
38713C,48022C
21271C,12474C
38710C,SAWF12152
SAWF12135,38716C
47872,47925
38710C,6618C
38710C,53508C
38713C,38710C
12321,12482C,24863
12471C,48005
51093,51126C
66512,52200C
38713C,63559
13505C,99999787
38710C,11639C
52089,12428,52200C
53508C,12472C
38710C,52206C
12320C,38834C
51129C,13514
12415C,38090C,38038
11635C,12416C
38710C,99999787
38710C,6618C,11677C
38710C,46872
38716,38716C
SAWF12143,99999787
38710C,53531,99999530
53511C,38711C
13505C,11639C
24860C,4442
63398C,53511C,51051
12470C,38834C
24866,38838C
38710C,38838C
6618C,11677C
52089,12428
51230,53531
11635C,99999530
47996,62929,38834C
739537,38834C
38713C,99999787
53511C,13513C
47682,13500C,22203
4442,12472C
SAWS12091,11635C
11677C,51126C
13505C,53505C
38713C,38710C
12320C,63567
38710C,52206C
38710C,46872
53511C,38710C
38710C,11809C
38710C,63558
38713C,SAWF12131
24867,38711C
53502C,99999787
38713C,38711C
38713C,48022C
38713C,47971C,48007
38710C,38838C
38710C,38838C
53511C,38834C
22044,46872,99999530
52202C,38710C
47495,99999787,48022C
53511C,53502C,12472C
SAWS12091,38710C
47971C,11677C,37416
53507C,22203
38710C,62929
12415,38713C,12360C
21095C,38713C
6618C,63567
38710C,62068
53557C,13557C
38713C,38710C
47971C,63510
47971C,11677C
38710C,SAWF11044
13513C,11677C
99999787,51126C
38710C,11639C
SAMS12104,51129C,53531,63510
51129C,63567,SAMF12160
62068,63510
SAWS12091,SAWF12136
11677C,51126C
12320C,12405C,99999787
11635C,51126C
13514C,53500C
52200C,38710C,12473C,51126C,11639C
24866,SBUS12009
38710C,62068
11635C,51128
53502C,13514C
38710C,24863
38710C,47886
53502C,53514C
38710C,62929
SAMF12160,SAMF11079
13501C,53508C
13519C,SAWS12087
63398C,38710C
48005,99999787
47971C,SAWF11052
63459C,47971C
53507C,13506C
63459C,38713C,11677C,51126C
38710C,739537,739556
38711C,61724C
53511C,13513C
48022C,47688C
4442,38711C
38710C,53508C
4442,48022C
38710C,53508C,22109
53508C,24863
739537,13514,53514C
24867,24878
53508C,38711C
13529C,13514C
24860C,12482C
53502C,13514C
38713C,47656C
38713C,6618C,38711C
24863,11639C
47971C,63510
38710C,6618C
48022C,47583,21898,47925C
24857,47921
SAWF12143,11635C
38713C,63478,99999530,51126C
11677C,21895C
SAWS12091,11639C
SAMF12153,SAMF11063,SAMF11079
38713C,12320C
38710C,11635C,51126C
6618C,38838C
37832C,37830
38838C,SAWF12136
SAMF12139,SAMF12140
12321,24867
63398C,63558,47688C
22156,47656C,11635C,22213,12340C
11677C,51126C
11635C,38838C
38713C,52206C
24866,21965C
47329C,47437C,21947
13505C,53500C
12415C,SAWS12120
47327C,13529C
47921,63558
13569,52200C
12415,13514
12415C,13514
SAWS13189,SAWS13179
62929,63558
63459C,63558
99999787,63558
62929,63558
13514C,SAWS13179
53569C,13569
13514,13514C
53516C,13514C,13557C
37832C,47437C,47872
12473C,739579
13500,53500C
53569C,13569
12415,37842,38038
13529C,13514C
53502C,13514C
SAWS12120,739537,734951
53502C,13566C
SAWS12091,13500,47821C
11635C,11677C,11639C
SAWS12091,22267C
13514C,53514C
12341C,11639C
63680C,751095
13514C,53514C
51093,53540
SAMS13174,SAWS12120,SAWS13161,63720
22267C,13510
13505C,13514C
13514C,53514C
63680C,739569
12470C,12473C
11677C,51126C
38038,13514C,37830
53502C,13514C
SAWS13189,13514C
13514C,37830
12471C,13514C
12415C,53569C
38038,12341C
51129C,11677C
SAWS13191,13510
53558,53500C
13522C,13566C
12415C,12428C
11677C,51126C
53502C,13514C
739537,13530C
12473C,13514C
38090C,38092C
12470C,11677C
63478,11677C
SAWS12120,12474C,38100C
53569C,13569
12415C,12470C
47437C,SAWS13176
13505C,13514C
13514C,53514C
53502C,13514C
SAWS12091,SAWS13169,SAWS13175,SAWS13178,SAWS13179
SAWF12130,SAWF12131
SAWS13169,13514C
12470C,52200C
13500C,53500C
12415C,12415
13514C,53514C
53569C,13569
SAMS13174,739537
53502C,13566C
53500,13514C
13514C,SAWS12087
739537,13514C
38713C,22044
13514C,47821C
13514C,53514C
13514C,SAWS13166
37832C,38090C
53569C,13514C
SAMS13174,751226,739537
12474C,12341C
12470C,52200C
SAWS13182,47327C
SAWF11051,SAWF11046
53569C,13569
SAWS13189,SAWS13167,12470C
13555C,13567
53502C,13510,13522C,13552C
53502C,13552C
13514C,53514C
13514C,53514C
22267C,13514C,47821C
22267C,13569
739591,13522C
24894C,12474C
53569C,13522C
13500,11677C
13514C,53514C
12415C,12474C
13505C,53500C
13514C,13569
13514C,13569
13510C,13514C
52202C,13514C
53569C,13569
60421,66511
13514C,53514C
12470C,12473C
11677C,53500C
SAWS13189,12341C
99999545,13566C
13510C,53514C
22279,13552C
12415C,13514
47329C,13514C
13514C,13522C
13510C,53502C
13510C,53514C
13522C,13552C
13566C,38103
13523C,13514C,13522
12470C,12341C
53502C,13514C
48032,SBUS12007,SAWF11047
38092C,47494
53502C,13522C
SAWS13189,739591
22267C,53514C
53502C,13522C
SAWS12091,739591
13514C,12341C
13514C,53514C
SAWS12120,001
11677C,51126C
6618C,53507C
13522,13522C
53502C,SAWS12118
12474C,37830
53502C,751095
13500C,11635C
11677C,51126C
11677C,11639C
38713C,SAWF12152
53569C,53560C
13500,53500C
13514C,38103
13500C,51126C
SAMS13174,SAMS13173
22279,53508C,12470C,66511
37832C,12470C
63680C,37842
47326C,13569
13514C,13566C
SAWS13164,SAWS13176
63680C,53540
13530C,47925C
13514C,53514C
13522C,47494
38178,13500C
13514C,53514C
47737,12415
13514C,13522C
13514C,13522C
13514C,13522C
12415C,11639C
38713C,001
12415,13514C
SAWS13178,SAWS13179
53513C,13522C,53514C
734917,SAWS13169
53513C,13514C
13500,38103
13500C,53500C
SAWS13162,SAWS13164,SAWS13175
53502C,739537
12470C,52200C
53502C,53514C
12341C,63647
13514C,SAWS13178
47326C,38103
13514C,13522C
47329C,13514C,12341C
53502C,13514C
53540,13522C
SAWF12129,38713C,SAWF12142
47326C,13514C
22268C,37901,38103
12415C,13514C
38092C,13569
13500C,12462C
13514C,53505C
52200C,66511
13530C,13514C
SAWF11047,38834C
13514C,13522C
13510C,13514
13530C,52200C
52201C,12473C
13510C,13514C
13500,13522C
13514C,53514C
38834C,11639C
SAWS12120,SAWS12091,12470
53502C,739537
47329C,38038
38713C,38710C
62929,001
13552,53500C
63459C,001
12415,52201C
13514C,53514C
13514,53514C
53569C,53540,13527C
12474C,13522,13522C
53560C,53561
13530C,13569
739569,SAWS12118
6618C,001
11677C,001
38713C,38711C
739591,22267C
13567,13552C
12415,13522
001,61724C
13523C,22267C
46444,12341C
12473C,SAWS13178
38092C,13514
13500C,53500C
13514C,53514C
13530C,13514C
751226,13514C
37802,37901
13522,52200C
37832C,51321,37802
53558,13522
52206C,11635C,48022C
11635C,13513C
52206C,13506C,13513C
63459C,13506C,99999787
63459C,38834C
53507C,001
24860C,6618C
61724C,11639C
99999787,38834C
11677C,51126C
11635C,11677C
11635C,13514C
13513C,51128C
63459C,63478,99999787
11635C,51126C
4442,47856C
53508C,61724C
47996,38834C
751226,13514C
4442,13505C,53507C
001,38834C
48022C,61724C
63459C,11635C
13514C,53514C
11635C,11677C,51128C
53502C,13514C,13522
63398C,52206C,11635C
53508C,11677C
24860C,11635C
12415C,12415
62068,11677C
13513C,11677C
12415,13500C
63459C,63478
13514C,53500C
24860C,38834C
11677C,13514C
24860C,24857
99999787,38838C
53507C,13506C,63478
12415C,11677C
61724C,99999787,38834C
53507C,13506C
53557C,13557C
53569C,13569
SAMF11063,11677C,SAWF11058
47996,47688C
24860,52206C
63478,51126C
12415,99999787
11635C,11677C
12415C,24860C
SAWS13191,13514C
SAWF12147,SAWF11046
47996,63478
11635C,11677C
48022C,38834C
13514C,53514C
63690,734951
751226,739590
13514C,13569
12415,13522C
38090C,66511
739537,751095
53569C,13522C
47327C,38103,47494
53502C,13552C
13510C,53502C
53513C,13514C
53502C,13514C
13530C,13514C
53502C,739569,13522C
53558,51321
38092C,66512
SAWS12116,11677C,734951
63662,53502C
13514C,53514C
12415C,38038,38287
24894C,13569
12415C,37832C
SAWS13189,13567,739537,12341C
53557C,13514C
37842,SAWS12118,47821C
751226,SAWS13169
13555C,13510C
22267C,13522C
13514C,53514C
38190,52200C
13567,739569
12415C,SAWS12088
53502C,13514C
47737,12341C
60421,12341C
13560C,13552C
13514C,13552C
13514,53514C
13552,13552C
47737,SAWS13169
13514,13514C
51321,66512,12341C
13514C,53514C
751226,53513C
13500C,63647
13510C,53502C,12341C
53507C,13506C
46444,SAWS13178
38090C,12473C
53502C,13514C
53569C,13522
53502C,739537,13514C
13505C,53505C
13560C,13522C
47327C,13522C
739537,53514C
47329C,12341C
13514C,38287
11635C,11677C
53502C,13514C
13500C,53500C
12470C,12473C
11677C,47688C
13514C,13522
13560C,739537,13514C
63335,63710
12415,66512
38838C,38837
SAWS13179,SAWS12116,SAWS13191,47494
739537,13514C
13514C,13552C
13560C,13514
38713C,38710C
13560C,751226
12341C,47494
13510C,53502C
13506C,53514C
13567,13530C
22279,53508C
53569C,13522C
37832C,47494
38713C,SAMF11064
11635C,99999545
66512,12462C
62929,38834C
53508C,53516C
37901,53561
38713C,38716
24860C,47856C
751226,739590
751229,13560C,13519C
53569C,739537
13522,13569
11677C,51126C
4442,001
13505C,53505C
13500C,53502C
13505C,53505C
12415C,13560C,11635C
13510C,53502C
13510C,53502C
SAWS13164,13519C
53569C,63386,13522,13522C,53560C
739537,53561,51143
63701,739590
SAWF12147,SAWF11044
13506C,53507
53555C,13506C
12415C,66511
13510C,53502C
13500,53500C
11677C,13552C
53507C,13506C
13505C,734951
13510C,12470C,53502C
51143,13527C
12470C,12473C
22268C,53540
13560C,53569C
37842,37901
38090C,66512
47437C,47494
13522C,13569
SAWF11047,48039C
12415C,66511
53502C,12341C
53508C,12473C
24860C,24857
12474C,53500C
13522,12341C
739569,12462C
SAWF11047,48039C
38178,739537,99999545,739538
13505C,53505C
13500C,739569
13510C,53514C
13560C,739569
13505C,53505C
13505C,13529C
13560C,13522
13505C,11677C
13505C,13527C
751226,739590
13567,13522C
63510,48039C
12474C,13560C
13560C,53500C
24860C,38713C
SAWS12116,734951
13500,53500C
13510C,13552C
SAWS12091,47326C,11635C,SAWS13179
11677C,13522C
38190,38287
13505C,53505C
SAWF11047,48039C
24894C,739537
53508C,11677C
4442,38710C
12470C,13522
13560C,53500C
47737,SAWS13178
12415,12470C
13567,13552C
12474C,12462C
53502C,13514C
13560C,63662
24860C,38711C
13501C,12470C
13555C,53555C
51196,63558
751226,739590
53507C,13506C
47329C,38090C
13560C,13522
38178,13530C
53590C,13522
13560C,53590C
739537,13530C
53569C,53590C
53502C,13514C
48034C,001
53507C,13506C
13500C,53500C
13514C,53514C
SAMS13174,SAWS13164
13522,13522C
37802,66511
4442,38710C
37832C,12341C
751226,739590
751226,739590
739537,734951
47329C,53508C
13560C,22267C,13514
53569C,13514C
53569C,13569
739537,739538
12470C,13529C
13522,13522C
38091,SAWS13179
13500,739579
13560C,13522
63680C,63335
13505C,13514C
53569C,13569
13552C,13585
12470C,12473C
12415C,53590C
12415C,13522,13522C
53507C,13506C
751226,739590
751226,47494
13560C,13514C
38710C,47921
47327C,SAWS12116,SAWS12087
12415,SAWS12087
751229,751226
13523C,52200C
38710C,62068
53507C,13506C
38710C,38838C
38178,37901
13522C,12341C
24857,24860
38178,60421
63459C,13569
SAWF12130,11639C
SAWS12120,13514C
53516C,13522
63335,51321
SAMF11064,SAWF11058
13560C,13522C
13514C,13527C
53513C,13522C
47921,47886
38710C,63510
13560C,53514C
53569C,13514C
11635C,12341C
53502C,13514C
38713,99999787
SAWF12147,SAWF11066
47886,47688C
53569C,13569
46872,38837
46444,11677C
38716,38716C
13560C,739537,SAWS13169
6618C,63537
739569,13522
13510C,53502C
13522C,13569
13560C,13514C
13514C,13569
52201C,12470C
53569C,53507C
11635C,13569,51126C
12415C,12341C
38710C,48039C
47932,99999787
12415C,12341C
13585,13523
38710C,47921
13560C,13522C
51230,47932
SAWF12130,SAWF12131
63459C,62555
37842,13552C
4442,38710C
63537,61724C
53569C,13569
13522,13552C
47823,12473C
13514C,53514C
38713C,61942C,47688C
11677C,51128C
13560C,22267C
13555C,53555C
66512,13552C
12415C,38713C
13501C,13505C,37901
63335,53569C,13569
739569,66511
51321,12462C
12470C,13530C,13557C
53557C,53505C
751229,739537
751229,739537
12415C,12415,11639C
53569C,13500C
51321,37901
53557C,13560C
13560C,13522
13552,13560C,53500C
13552C,38259
13505C,53507C
13560C,51321,13522C
63335,13530C,13522,13557C
12471C,12405C,13506C
63398C,SAWS13164,12472C
13560C,53507C,53569C,53560C
37802,13500
24894C,52206C,739537
22268C,13530C
751229,739537
47925C,11639C
51196,739569
22279,53507C
13505C,13506C
66512,53560C,13557C
SAWS13168,SAWS13191,12405C,SAWS13176
22279,52203,12462C
751229,13530C
38178,739537
13530C,12473C
38178,37901
53569C,63710
SAWS13169,12470C
13510C,53502C
53505C,SAMS13170
63398C,63701,63662
51321,53507C
SAWS13181,13552C
SAWS12116,13500,47821C,SAWS13179
53569C,60421
751229,13569,13585
53507C,53500C
13530C,11677C,53505C
22268C,13505C,739537,12473C
12405C,739590
751229,53569C
13505C,12341C
751229,12405C,739590
SAMS13184,SAWS13179
751229,739537,13530C
SAMS13188,11677C,53505C
53569C,13510C,13585
53557C,53507C
13505C,13514C,53505C
13505C,47494
63335,12470C
53557C,37802
53569C,22267C,13569,53505C
739537,751095
12471C,22267C,37802,47494
53557C,52202C,12405C
751229,63335,13530C,99999545,38259
53569C,13569
53569C,13569
63459C,53569C
13552,739537,13530C,13569
13505C,739590
63701,12405C
63398C,53505C
53557C,51321,53508C,734951
53569C,13557C
13501C,53508C
53557C,37802,37901
13505C,734951
24894C,51321,12470C
13530C,53505C
12415,52206C,12405C
22279,99999545
SAWS13189,12341C
53507,51321,13506C,47494
734951,38259
38178,63662,12462C
53500,12470C
51196,63662,739590,53500C
38259,13557C
46444,47327C,47737,SAWS13164
63662,739590
51321,12341C
24894C,13530C,13569
37842,13500C,53500C
53557C,38259
13505C,99999545,53505C
13505C,51321,13530C
12415,47494
47737,13505C,63662
739537,13569
38178,37802,38103
SAWS13164,SAWS13175
47737,38178
63398C,734951
739590,51143
53557C,13530C,38259
12415,24894C,12341C
SAWS13181,13530C,SAWS13178,SAWS13179
13569,53560C
66511,SAMS13187,12341C,12462C
12415,12341C,52200C
SAWS13164,SAWS13169,13506C,12462C
53569C,12473C,53505C
SAWS12091,SAWS12118
38190,734951
52203,13530C
13505C,38090C
13505C,53505C
53508C,53500C
SAWS13164,12472C,63701,SAWS13176,22203,SAWS13178,SAWS13191,12471C,SAWS13175
751229,13530C,13569,53560C
SAWS13189,22267C,SAWS13178
51321,63386,37901
13505C,53505C
13500,53505C
52206C,12470C,12341C
12470C,11677C
22279,13500
53569C,12405C,13569
53505C,38259
739569,12473C
63710,60421
12473C,739590
22268C,53557C,12470C
12405C,13569
11677C,SAWS13178
751229,37901,12341C,60421
751229,51143
53569C,13500,13569
13505C,11677C
13505C,53569C
13500,12341C
47737,12341C
SAWS13164,53507C,13506C,13530C
739569,12473C
12470C,13530C
SAWS13164,12341C
13506C,53505C
13506C,37907
53557C,13569
53557C,SAMS13173,SAMS13184,SAMS13187,SAMS13172
53557C,13500C
53569C,63662,13569,12341C
751229,751095
37907,60421
739569,60421,12341C
53569C,13569,38259
12473C,12341C
63386,12470C,12341C
22268C,66511
739537,38259
53569C,13569
22268C,51321
53507C,13500,53507
22279,SAWS13176
38178,13506C,53505C
38178,13500C
12473C,53507
66512,12405C,12341C,66511
37832C,37802,12470C,12341C
13500C,53500C
66512,12341C
12415C,12415,12470C
99999545,38103
13500,53505C
13505C,739537,12341C
12470C,52200C
22279,63710
739569,12462C
53505C,SAMS13172
63459C,53507C
13569,12341C
53569C,12473C
38178,37901
13505C,12405C,12416C
12470C,52200C
751229,739569
22044,22156
66512,12462C
63335,38259
53557C,66511
SAMS13184,SAWS12120,53569C,11677C,SAMS13172
22268C,11677C
12470C,12341C
13505C,38178,12470C
63510,47921
13530C,13569,53560C
38090C,12341C
739569,12470C
38710C,47921
22267C,12341C
22267C,38259
37842,51321
SAWS12116,37901,SAWS13178
